Timestamp,What is your gender,Year of graduation,Title of course studied,Polytechnic/University attended,What is your highest level of education?,What best describes your current status?,How many jobs have you had since graduation including your current one?,Have you completed your NYSC?,"If you answered yes/ongoing to the previous question, what year did you (or will you) complete your NYSC?",Did you get your first full time job through your NYSC placement?,"Thinking about your first employment after graduation, what was your job level?",What is/was your job role?,"What sector/industry is your company in? (E.g. Banking, Agriculture, Telecommunication)","Still thinking about your first employment, what is/was your monthly income level?","Did you need your higher education qualification to get your first job (the actual qualification, not the subject of study)?",What was the most significant reason for deciding to take your first job?,"Thinking about your current employment, what is your job level?",What is your job role?,"What sector/industry is your company in? (E.g. Banking, Agriculture, Telecommunication)",What is your current monthly income level?,"Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","As far as you are aware, what was most important to your current employer about your qualification?",How do you find out about your job(s)?,"Thinking about your current employment, did you work for your employer before or during your  higher education study?",Which form of transport do you use the most?,Were you able to rent an apartment or buy a car from the salary you got from your first job?,My course of study prepared me well for employment,My course of study prepared me well for further studies,Which of these skills/knowledge did your higher education prepare you for?
2/20/2018 17:34,Female,2016,Social Work,"Federal University of Technology, Owerri",Bachelor's degree,Youth Corper (NYSC),2,No,,No,Entry level,Social Media/Digital Marketing,NGO,"‎₦20,000 - ‎₦49,999",No: the qualification was not required,It fitted into my career plan/it was exactly the type of work I wanted,Entry level,Social Media/Digital Marketing,Others,"‎₦20,000 - ‎₦49,999",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,IT/SIWES/Internship experience (gained as part of my course),Social media/professional networking sites,No,Commercial Vehicles,No,Strongly Disagree,Agree,"Ability to work with others, Written communication skills, Spoken communication skills"
2/20/2018 17:36,Female,2017,Accountancy,University of Lagos,Bachelor's degree,Doing something else (e.g. looking after home or family),0,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2018 17:38,Female,2016,Microbiology,"Caleb University, Lagos",Bachelor's degree,Youth Corper (NYSC),1,No,,No,,,,,,,Entry level,Data Entry,Healthcare,"Under ‎₦20,000",Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,IT/SIWES/Internship experience (gained as part of my course),"University/polytechnic (e.g. Careers Service, lecturer, website)",No,Motorcycle,No,Agree,Agree,"Ability to work with others, Spoken communication skills"
2/20/2018 17:42,Male,2014,Business Administration,"Adekunle Ajasin University, Akungba.",Bachelor's degree,Voluntary or other unpaid work or on an internship,2,Yes,2015,No,Entry level,Sales,Creatives/Art/Design,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,It was the only job offer I received,Entry level,Teacher,Education,"‎₦20,000 - ‎₦49,999",Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,The level of study,Media (e.g. newspaper/magazine advertisement),No,Walking,No,Agree,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills"
2/20/2018 17:46,Male,2013,History and International Studies,University of Ilorin,Master's degree,Voluntary or other unpaid work or on an internship,1,Yes,2014,No,,,,,,,Experience/Professional,Researcher,NGO,"Under ‎₦20,000",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,The level of study,"Personal contacts, including family and friends",No,Commercial Vehicles,No,Disagree,Strongly Agree,"Critical thinking skills, Written communication skills"
2/20/2018 17:46,Male,2013,Physics and Astronomy,"Federal University of Technology, Akure",Master's degree,"Engaged in full-time further study, training or research",2,Yes,2014,No,Entry level,Project Co-Ordinator,Consulting,"‎₦20,000 - ‎₦49,999",No: the qualification was not required,In order to earn a living/pay off debts,Entry level,Business Developer,Others,"‎₦100,000 - ‎₦149,999",Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,The level of study,"Personal contacts, including family and friends",No,Commercial Vehicles,No,Strongly Disagree,Agree,"Critical thinking skills, Ability to solve complex problems, Written communication skills, Knowledge of the skill(s) you are studying"
2/20/2018 17:51,Male,2013,Banking and Finance,"Federal Polytechnic Kaura Namoda, Zamfara State.",Higher National Diploma (HND),Due to start a job in the next month/developing a professional portfolio/creative practice,1,Yes,2014,No,,,,,,,Entry level,Customer Service,Agriculture/Poultry/Fishing,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The level of study,"Personal contacts, including family and friends",No,Keke Marwa/Napep/Tricycle,No: From my current job,Agree,Agree,Ability to solve complex problems
2/20/2018 17:52,Female,2014,Law,University of Benin,Bachelor's degree,Due to start a job in the next month/developing a professional portfolio/creative practice,1,Yes,2016,No,,,,,,,Experience/Professional,Law And Other Legal Related Roles,Legal,"Under ‎₦20,000",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Not working presently,"Personal contacts, including family and friends",No,Commercial Vehicles,Yes: From my first job,Agree,Agree,Knowledge of the skill(s) you are studying
2/20/2018 17:54,Female,2016,International and Jurisprudence,Covenant University Ota,Bachelor's degree,Self-employed/freelance/entrepreneur,1,Yes,2017,Yes,,,,,,,Entry level,Business Developer,Oil & Gas / Mining,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,No one thing was important,"Personal contacts, including family and friends",No,Commercial Vehicles,No,Strongly Disagree,Disagree,"Critical thinking skills, Written communication skills, Spoken communication skills"
2/20/2018 18:01,Male,2013,Business Management,"University of Nigeria, Nsukka",Bachelor's degree,Working full time (paid employment),2,Yes,2015,No,Entry level,Marketing,Advertising / Marketing / Comms,"Under ‎₦20,000",Yes: the qualification was a formal requirement,It was the only job offer I received,Experience/Professional,Finance/Accounting,Others,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The level of study,Social media/professional networking sites,No,Keke Marwa/Napep/Tricycle,No,Agree,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills"
2/20/2018 18:03,Male,2017,Industrial Relations and Personnel Management,Covenant University Ota,Master's degree,Self-employed/freelance/entrepreneur,0,Yes,2014,No,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2018 18:04,Male,2013,Botany,University of Ilorin,Master's degree,Self-employed/freelance/entrepreneur,1,Yes,2014,Yes,,,,,,,Clerical and administrative,Human Resources,Consulting,"‎₦50,000 - ‎₦99,999",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No one thing was important,"Personal contacts, including family and friends",Yes: during my higher education study,Car,No: From my current job,Disagree,Strongly Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others"
2/20/2018 18:08,Female,2016,English and Literary Studies,"Madonna University, Okija",Bachelor's degree,Youth Corper (NYSC),2,Ongoing,2018,No,Entry level,Teacher,Education,"Under ‎₦20,000",Yes: the qualification was a formal requirement,It was the only job offer I received,Entry level,Teacher,Education,"Under ‎₦20,000",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The subject(s) I studied,"Personal contacts, including family and friends",No,Commercial Vehicles,No,Disagree,Strongly Agree,"Critical thinking skills, Ability to work with others, Spoken communication skills"
2/20/2018 18:12,Male,2014,Mathematics,"Federal University of Technology, Minna.",Bachelor's degree,Unemployed,0,Yes,2016,No,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2018 18:16,Male,2013,Mechanical Engineering,"Modibbo Adama University of Technology, Yola",Bachelor's degree,"Engaged in full-time further study, training or research",2,Yes,2014,No,Entry level,Sales,Engineering,"Under ‎₦20,000",Yes: the qualification was a formal requirement,To gain and broaden my experience in order to get the type of job I really want,Experience/Professional,Systems Engineer,Engineering,"‎₦250,000 and more",Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,The subject(s) I studied,Employer's website,No,Commercial Vehicles,No,Strongly Disagree,Strongly Agree,"Written communication skills, Knowledge of the skill(s) you are studying"
2/20/2018 18:23,Male,2017,Computer Science,University of Lagos,Bachelor's degree,Self-employed/freelance/entrepreneur,0,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,
